,AEC,AECI,AVA,AZPS,BANC,BCHA,BPAT,CHPD,CISO,CPLE,CPLW,DEAA,DOPD,DUK,EEI,EPE,ERCO,FMPP,FPC,FPL,GCPD,GRID,GRIF,GRIS,GRMA,GVL,GWA,HGMA,HQT,HST,IESO,IID,IPCO,ISNE,JEA,LDWP,LGEE,MHEB,MISO,NBSO,NEVP,NEWL,NSB,NWMT,NYIS,OVEC,PACE,PACW,PGE,PJM,PNM,PSCO,PSEI,SC,SCEG,SCL,SEC,SEPA,SOCO,SPA,SRP,SWPP,TAL,TEC,TEPC,TIDC,TPWR,TVA,WACM,WALC,WAUE,WAUW,WWA,YAD
GWA,0.0,1.7709600028915179e-06,0.0012166704623243277,2.5720908758306617e-05,0.0003323866487220942,0.0,0.0009975750795248861,0.0,8.922749900333135e-05,3.806985340290922e-12,1.318794675870485e-09,0.0,0.0,2.4329407842518736e-10,3.3911500025922982e-09,2.2865312108194675e-06,0.0,2.0485059500863768e-12,1.634447823201666e-11,1.70884067240125e-11,4.664313359851624e-05,0.0,-0.0,0.0,0.0,3.4915300830978435e-12,1.0,-0.0,0.0,8.889312096908081e-12,0.0,0.0,0.0003191102047104303,3.002690809428855e-13,0.0,0.00021210212172169472,1.4529898611315884e-09,0.0,1.862151821588885e-07,0.0,7.31834566302421e-05,0.0,9.073623476874609e-12,0.02611907615742407,1.0526970245622066e-11,2.5509690887486874e-10,0.0005397023462702686,0.00022553581270689648,0.00039729811984847417,2.318139647476322e-10,3.3793935265896423e-06,1.5810762679091285e-05,0.0003781978949125404,5.391012192019462e-11,5.854551656387559e-11,0.0002627445359614717,0.0,1.0292590293912954e-11,4.688311545039374e-10,0.0,4.687189689859699e-06,3.382571640582082e-05,1.0644031266354334e-10,9.30358036349133e-13,6.116903985789442e-06,4.530939778630193e-05,0.0003309765457589706,2.8634573921549017e-08,0.00012109987489243872,2.3443136675484416e-05,0.0,0.01140591117354245,-0.0,0.0
HGMA,0.0,2.792316456437212e-13,0.0,7.990792475827981e-06,0.0,0.0,0.0,0.0,0.003191429439289779,6.002567984456469e-19,2.0793761971373613e-16,0.0,0.0,3.836077934177888e-17,5.346910118255003e-16,0.002099333939404691,0.0,3.229930018857758e-19,2.5770743249211356e-18,2.6943713709990173e-18,0.0,0.0,-0.0,0.0,0.0,5.5051818749499495e-19,-0.0,1.0,0.0,1.4015998336537981e-18,0.0,0.0,5.636267601651476e-05,4.734416896525789e-20,0.0,6.121042040382009e-06,2.290965066206909e-16,0.0,2.936100853388776e-14,0.0,8.825879122245018e-05,0.0,1.4306606649853297e-18,0.0,1.659813446112932e-18,4.022176082319988e-17,0.00020084666219012407,2.347801184919739e-06,1.4077993367993753e-07,3.655068141233566e-17,7.930967715628593e-07,5.610001883822485e-09,0.0,8.500142316060939e-18,9.2310164591527e-18,0.0,0.0,1.6228581791872104e-18,7.392176818642657e-17,0.0,0.05617801259215515,5.3333844026141676e-12,1.678270746902579e-17,1.4669185362936897e-19,0.007166928031631311,0.0009194030421720719,0.0,4.51488412237772e-15,4.2968864947651894e-08,1.0699686231931709e-05,0.0,0.0,-0.0,0.0
HQT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1412218054099677e-09,3.953357069788339e-07,0.0,0.0,7.293238155856124e-08,1.0165666485279028e-06,0.0,0.0,6.140816025763804e-10,4.8995920102493955e-09,5.1225998079801145e-09,0.0,0.0,-0.0,0.0,0.0,1.0466576329846442e-09,-0.0,-0.0,0.0,2.6647533135262536e-09,0.0,0.0,0.0,0.10028988207297372,0.0,0.0,4.3556346146482804e-07,0.0,0.00013872666289337158,0.0,0.0,0.0,2.720004423525783e-09,0.0,0.05591956234277341,7.647052165386929e-08,0.0,0.0,0.0,6.949098242346242e-08,0.0,0.0,0.0,1.61606628784482e-08,1.7550217334585146e-08,0.0,0.0,3.0854146858014537e-09,1.4054173808153837e-07,0.0,0.0,0.0,3.1907663131954093e-08,2.788938708755033e-10,0.0,0.0,0.0,8.583799838167526e-06,0.0,0.0,0.0,0.0,-0.0,0.0
HST,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.47980451071445485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0
IESO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1999161964543074e-07,0.00014385795520038372,0.0,0.0,7.66833804465078e-06,0.00010688498770015261,0.0,0.0,6.456645477531112e-08,5.151583838695042e-07,5.386061191970437e-07,0.0,0.0,-0.0,0.0,0.0,1.1004884764795022e-07,-0.0,-0.0,0.0,2.8018047370789453e-07,0.0,0.0,0.0,0.008647867625778717,0.0,0.0,4.579650069055575e-05,0.0,0.014586153970832584,0.0,0.0,0.0,2.8598974771985557e-07,0.0,0.042489260123927376,8.040349128347117e-06,0.0,0.0,0.0,0.0007006416300511214,0.0,0.0,0.0,1.699182493829215e-06,1.845284582824527e-06,0.0,0.0,3.244101222672629e-07,1.4776996636626314e-05,0.0,0.0,0.0,3.354871209219999e-06,2.9323771344794328e-08,0.0,0.0,0.0,0.0009025274845006142,0.0,0.0,0.0,0.0,-0.0,0.0
IID,0.0,7.96561571926377e-11,0.0,0.002279526090536482,0.0,0.0,0.0,0.0,0.006734542026040852,1.7123471010138723e-16,5.931817535937201e-14,0.0,0.0,1.0943144578890737e-14,1.5253081787802105e-13,0.00030025812242109396,0.0,9.213991942432906e-17,7.351596451390414e-16,7.686208666244218e-16,0.0,0.0,-0.0,0.0,0.0,1.5704582186382773e-16,-0.0,-0.0,0.0,3.998331077887706e-16,0.0,1.0,8.101483006426835e-07,1.3505827953552304e-17,0.0,0.0010868083869804259,6.535415175307966e-14,0.0,8.37578815867402e-12,0.0,0.00015604432255373214,0.0,4.0812326467036867e-16,0.0,4.734934698007727e-16,1.1474025070874085e-14,2.8869385480456427e-06,3.374692748180166e-08,2.023548775469295e-09,1.0426779591428798e-14,0.00022624599356904995,1.6003601270857806e-06,0.0,2.4248278554783013e-15,2.6333236565037855e-15,0.0,0.0,4.62951274468489e-16,2.1087595473074646e-14,0.0,0.0006651567207720709,1.5214497102003133e-09,4.7875876718374864e-15,4.1846651459016546e-17,0.000911997801829269,0.0019401207340355743,0.0,1.2879568808527361e-12,1.2257688962040262e-05,0.005712366972069616,0.0,0.0,-0.0,0.0
IPCO,0.0,6.103433540551663e-12,0.0,0.00017466240511573278,0.0,0.0,0.0,0.0,0.00010778297162981803,1.3120387798923899e-17,4.545091726897651e-15,0.0,0.0,8.384882979024886e-16,1.1687253598652589e-14,8.335224491586687e-05,0.0,7.05996742069997e-18,5.632958196753684e-17,5.88934558565044e-17,0.0,0.0,-0.0,0.0,0.0,1.2033203337303103e-17,-0.0,-0.0,0.0,3.0636110084990944e-17,0.0,0.0,0.6571103006417329,1.034846849632488e-18,0.0,0.0004932107710351038,5.0075817850389245e-15,0.0,6.417716869340942e-13,0.0,0.023168691274106024,0.0,3.1271320511288755e-17,0.0,3.62801323421277e-17,8.791655526809203e-16,0.004390097876238398,0.02737209180801817,0.0016412979489767536,7.989232536583878e-16,1.733547580289757e-05,1.2262318470868526e-07,0.0,1.8579575245387452e-16,2.0177116866640481e-16,0.0,0.0,3.547236567537148e-17,1.6157788931330108e-15,0.0,0.000188509213017443,1.165768914641727e-10,3.668357124479176e-16,3.2063843534036715e-18,0.00027590556319179486,3.105066049426856e-05,0.0,9.868614683947435e-14,9.392116388396555e-07,0.0024393964843753228,0.0,0.0,-0.0,0.0
ISNE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.8518256118656156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0
JEA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021673859123473912,0.001489870753653751,1.7561448426771237e-06,0.0,0.0,-0.0,0.0,0.0,3.5881827062719556e-07,-0.0,-0.0,0.0,9.135386256927127e-07,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003709537523135441,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.616693497485943e-05,0.0,0.0,0.0,0.0,0.0,0.0,8.526642095286917e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0
LDWP,0.0,2.7798171436554646e-17,0.0,7.955023100799177e-10,0.0,0.0,0.0,0.0,0.0005335031489446358,5.975698546159654e-23,2.0700682358498712e-20,0.0,0.0,3.818906406988014e-21,5.3229756169093974e-20,2.4537239061588767e-06,0.0,3.2154718060445987e-23,2.5655385056286135e-22,2.6823104921402973e-22,0.0,0.0,-0.0,0.0,0.0,5.48053889796331e-23,-0.0,-0.0,0.0,1.3953258188746723e-22,0.0,0.0,5.611037842498551e-09,4.713224113203383e-24,0.0,0.5529001554972716,2.2807099646160562e-20,0.0,2.9229579150800983e-18,0.0,0.0007837955147147285,0.0,1.4242565645134913e-22,0.0,1.6523835835790894e-22,4.004171519549075e-21,1.999476074837362e-08,2.3372916664545185e-10,1.4014975710363922e-11,3.638706872498946e-21,7.895466135601358e-11,5.584889698529005e-13,0.0,8.462092926188644e-22,9.189695439914207e-22,0.0,0.0,1.615593740396502e-22,7.359087041163751e-21,0.0,5.592654161391863e-06,5.309510446752224e-16,1.6707582635128004e-21,1.4603521338473597e-23,8.377205918027751e-06,0.00015369427006891147,0.0,4.494674038850532e-19,4.2776522392201505e-12,8.138984616476746e-05,0.0,0.0,-0.0,0.0
LGEE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.690464040298574e-09,0.0007110135301026407,0.0,0.0,2.9975479915657283e-07,4.178126711988358e-06,0.0,0.0,2.523898212458984e-09,2.013750528360546e-08,2.1054075621644483e-08,0.0,0.0,-0.0,0.0,0.0,4.301801776609846e-09,-0.0,-0.0,0.0,1.0952235169456212e-08,0.0,0.0,0.0,6.228540898677401e-06,0.0,0.0,0.9178243264585665,0.0,0.0005701717410650332,0.0,0.0,0.0,1.1179319285279144e-08,0.0,0.00021836302461820508,0.1611395611442154,0.0,0.0,0.0,0.004808562892260716,0.0,0.0,0.0,6.642092513428526e-08,7.21320455997811e-08,0.0,0.0,1.2681169045803473e-08,5.77631767556094e-07,0.0,0.0,0.0,1.311416815039101e-07,1.1462641759910033e-09,0.0,0.0,0.0,3.527973640109509e-05,0.0,0.0,0.0,0.0,-0.0,0.0
MHEB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1298095873558683e-07,3.9138234990904547e-05,0.0,0.0,7.220305774297563e-06,0.00010064009820426239,0.0,0.0,6.079407865506166e-08,4.850596090146902e-07,5.071373809900313e-07,0.0,0.0,-0.0,0.0,0.0,1.0361910566547978e-07,-0.0,-0.0,0.0,2.638105780390991e-07,0.0,0.0,0.0,8.911168709934742e-09,0.0,0.0,4.312078268501797e-05,0.0,0.013733939626443785,0.0,0.0,0.0,2.6928043792905245e-07,0.0,3.124118126602741e-07,7.57058164373306e-06,0.0,0.0,0.0,6.879607259922781e-06,0.0,0.0,0.0,1.599905624966372e-06,1.7374715161239293e-06,0.0,0.0,3.054560538943439e-07,1.39136320700723e-05,0.0,0.0,0.0,3.158858650063455e-06,2.7610493216674825e-08,0.0,0.0,0.0,0.0008497961839785853,0.0,0.0,0.0,0.0,-0.0,0.0
MISO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.604733656379932e-06,0.002634389513220594,0.0,0.0,0.00048599784375754214,0.006774071937081801,0.0,0.0,4.092041537182792e-06,3.264929927402554e-05,3.4135351237805473e-05,0.0,0.0,-0.0,0.0,0.0,6.974588542326283e-06,-0.0,-0.0,0.0,1.7757055739084148e-05,0.0,0.0,0.0,5.998096083138932e-07,0.0,0.0,0.0029024542811824454,0.0,0.9244296922310463,0.0,0.0,0.0,1.8125231297747638e-05,0.0,2.1028398528184153e-05,0.0005095748670287637,0.0,0.0,0.0,0.0004630654710113684,0.0,0.0,0.0,0.00010768943979036188,0.00011694898205450677,0.0,0.0,2.0560207309195428e-05,0.0009365247672698148,0.0,0.0,0.0,0.00021262236540322334,1.858458711839203e-06,0.0,0.0,0.0,0.05719967075593265,0.0,0.0,0.0,0.0,-0.0,0.0
NBSO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.01216785751158208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0
NEVP,0.0,3.0180669174992374e-14,0.0,8.636824225385051e-07,0.0,0.0,0.0,0.0,0.0013742641260149398,6.487857711171823e-20,2.247487563649202e-17,0.0,0.0,4.1462133990583515e-18,5.779191861132171e-17,0.0026640252085490977,0.0,3.491060231829953e-20,2.785423101328935e-19,2.912203263896801e-19,0.0,0.0,-0.0,0.0,0.0,5.950259417516875e-20,-0.0,-0.0,0.0,1.5149150017617568e-19,0.0,0.0,6.091943034430057e-06,5.117180388388113e-21,0.0,0.014400728774111506,2.4761827619952638e-17,0.0,3.1734758542949548e-15,0.0,0.850972272922279,0.0,1.5463253146704276e-19,0.0,1.7940044150029826e-19,4.347357027682799e-18,2.1708451606505392e-05,2.5376139114664515e-07,1.521615716254724e-08,3.9505695039800404e-18,8.572162811672842e-08,6.063553811617828e-10,0.0,9.187353481729451e-19,9.977316620411563e-19,0.0,0.0,1.7540614249171883e-19,7.989812276906524e-18,0.0,0.006071983743259923,5.764572631704575e-13,1.8139539335366532e-18,1.5855145267822693e-20,0.009095191063190303,0.00039590492042564443,0.0,4.879899043920267e-16,4.644276958008783e-09,0.08836552529754521,0.0,0.0,-0.0,0.0
NEWL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0015292105815482003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00621328435412206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0
NSB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45819450985643445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0
NWMT,0.0,6.401155120322447e-05,0.043976692567514276,0.0009296851793872291,0.012014153311877952,0.0,0.03605746497820795,0.0,0.003225138123877366,1.376039191410721e-10,4.766798390883505e-08,0.0,0.0,8.793892201476878e-09,1.2257350345255014e-07,8.264693129159669e-05,0.0,7.404348110627343e-11,5.90773029052317e-10,6.176624092072488e-10,0.0016859213814797564,0.0,-0.0,0.0,0.0,1.2620175290627768e-10,-0.0,-0.0,0.0,3.213051991708534e-10,0.0,0.0,0.011534274729492247,1.0853260162927603e-11,0.0,0.0076664553703827965,5.2518484179051214e-08,0.0,6.730768988638549e-06,0.0,0.0026452243831972407,0.0,3.2796715501220567e-10,0.9440769854214972,3.804985396577218e-10,9.220506853665066e-09,0.019507602834831446,0.008152017662554006,0.014360385835988447,8.378942183808595e-09,0.00012214856428713434,0.0005714818195454624,0.013670006028153497,1.9485875028415302e-09,2.1161343706966317e-09,0.00949693120657985,0.0,3.720268495826546e-10,1.694595552875056e-08,0.0,0.0001694190057041389,0.001222634375797127,3.847297235976587e-09,3.362789728952558e-11,0.00022109619192543312,0.001637713348494406,0.011963184979516732,1.0349999388857062e-06,0.004377168784006841,0.0008473548477756801,0.0,0.4122679597012707,-0.0,0.0
NYIS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.02424517602339673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8499984273995702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0
OVEC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.876347634310766e-09,0.001175777781074787,0.0,0.0,1.1991227380456187e-07,1.6713950058107551e-06,0.0,0.0,1.0096464655738266e-09,8.055697703933026e-09,8.422357499356906e-09,0.0,0.0,-0.0,0.0,0.0,1.7208693036482438e-09,-0.0,-0.0,0.0,4.381272380315744e-09,0.0,0.0,0.0,1.0317336427551595e-05,0.0,0.0,7.161346432722132e-07,0.0,0.00022808839132047246,0.0,0.0,0.0,4.472113870593279e-09,0.0,0.0003617098811701069,0.8244332372749901,0.0,0.0,0.0,0.007965197933119316,0.0,0.0,0.0,2.6570664367893824e-08,2.885530982783744e-08,0.0,0.0,5.0729056517558595e-09,2.31072659601422e-07,0.0,0.0,0.0,5.2461202502627876e-08,4.585452646981574e-10,0.0,0.0,0.0,1.411311319446516e-05,0.0,0.0,0.0,0.0,-0.0,0.0
PACE,0.0,1.080278562089338e-09,0.0,0.03091441081415213,0.0,0.0,0.0,0.0,0.0016434034617122271,2.3222459245775462e-15,8.044595099913794e-13,0.0,0.0,1.4840842073050007e-13,2.0685880215523228e-12,0.0020989160377433824,0.0,1.249580486616061e-15,9.970066751228045e-15,1.0423860174184185e-14,0.0,0.0,-0.0,0.0,0.0,2.129819471643738e-15,-0.0,-0.0,0.0,5.4224450435538465e-15,0.0,0.0,0.21805333153504955,1.8316294578717103e-16,0.0,0.01889395840804628,8.863180395665713e-13,0.0,1.1359052090016668e-10,0.0,0.05857585504531813,0.0,5.534874252684407e-15,0.0,6.4214100044779275e-15,1.5560810038783173e-13,0.7770263392997664,0.009083065360553165,0.000544642939650329,1.4140559702134653e-13,0.0030682963530386915,2.170371755107874e-05,0.0,3.288496007528194e-14,3.571253238194968e-14,0.0,0.0,6.278439165610032e-15,2.8598514061484533e-13,0.0,0.004523470238633811,2.063355254825606e-08,6.49281676179988e-14,5.675147039427896e-16,0.005631901258559282,0.00047343993372154337,0.0,1.7466976267959613e-11,0.0001662359706159047,0.012020509174117105,0.0,0.0,-0.0,0.0
PACW,0.0,1.6037920757785396e-10,0.0,0.004589583541786452,0.0,0.0,0.0,0.0,0.001863376206808633,3.447628919566093e-16,1.1943084244063376e-13,0.0,0.0,2.203285869952308e-14,3.0710459259689195e-13,0.00031172328141506304,0.0,1.8551393620237337e-16,1.4801658212745572e-15,1.5475364348660999e-15,0.0,0.0,-0.0,0.0,0.0,3.161950733202259e-16,-0.0,-0.0,0.0,8.050214729223787e-16,0.0,0.0,0.032372409995497294,2.7192549342233995e-17,0.0,0.002805643388308795,1.3158363947602653e-13,0.0,1.686375937618377e-11,0.0,0.008733334984786765,0.0,8.217128228220657e-16,0.0,9.533287840673687e-16,2.310173015433009e-14,0.11535808719835673,0.7193485249555704,0.04313390685994908,2.0993212670531002e-14,0.0004555222652596425,3.2221550482344103e-06,0.0,4.8821332045159326e-15,5.30191734337303e-15,0.0,0.0,9.321031940676683e-16,4.2457632540760314e-14,0.0,0.0006718235604610981,3.0632773095164414e-09,9.639299008134507e-15,8.425378573753272e-17,0.0008365141346509796,0.0005368107883444753,0.0,2.5931643105261175e-12,2.4679554120513406e-05,0.001788429655784857,0.0,0.0,-0.0,0.0
PGE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.555330217952647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0
PJM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2826267769197044e-07,0.14303649268992732,0.0,0.0,1.4587646876436263e-05,0.0002033296456002894,0.0,0.0,1.2282617652499745e-07,9.799970405016436e-07,1.024602179322941e-06,0.0,0.0,-0.0,0.0,0.0,2.0934832545193823e-07,-0.0,-0.0,0.0,5.329934319959329e-07,0.0,0.0,0.0,0.001255131403444285,0.0,0.0,8.711968308652212e-05,0.0,0.027747559141613753,0.0,0.0,0.0,5.440445407761543e-07,0.0,0.04400296859374963,1.5295331682646404e-05,0.0,0.0,0.0,0.9689875028026045,0.0,0.0,0.0,3.2323919543288394e-06,3.5103251479052495e-06,0.0,0.0,6.171324580659978e-07,2.8110603311203886e-05,0.0,0.0,0.0,6.382044744384088e-06,5.578325042172822e-08,0.0,0.0,0.0,0.0017168977376209081,0.0,0.0,0.0,0.0,-0.0,0.0
PNM,0.0,2.9888908594246075e-07,0.0,0.0016911754749640829,0.0,0.0,0.0,0.0,0.00014761333171063923,6.425138719666515e-13,2.2257607996404797e-10,0.0,0.0,4.106131397489953e-11,5.723323637539391e-10,0.13884107099972556,0.0,3.4573116838851324e-13,2.7584960422582476e-12,2.8840506039740107e-12,0.0,0.0,-0.0,0.0,0.0,5.892737460890268e-13,-0.0,-0.0,0.0,1.5002701150585317e-12,0.0,0.0,0.0005363736436302599,5.067711918579076e-14,0.0,0.000883014198770667,2.452245170801218e-10,0.0,3.142797437164276e-08,0.0,0.0001485435769354589,0.0,1.5313767802553994e-12,0.0,1.7766615334734905e-12,4.305330543652444e-11,0.0019113509794731404,2.2342776551380495e-05,1.339727836127034e-06,3.912378818211054e-11,0.8489294562937727,0.006004936622873387,0.0,9.098538102195986e-12,9.880864561161895e-12,0.0,0.0,1.7371046776353035e-12,7.912573688973039e-11,0.0,0.000510469213983439,5.70884573416534e-06,1.7964181973332223e-11,1.570187144992505e-13,0.04959377252285378,4.2525190928275425e-05,0.0,4.832724404723822e-09,0.04599380109149711,0.004485265057349178,0.0,0.0,-0.0,0.0
PSCO,0.0,1.6030324990058285e-08,0.0,9.070285184019533e-05,0.0,0.0,0.0,0.0,7.916949100785697e-06,3.445996077698509e-14,1.1937427844132657e-11,0.0,0.0,2.2022423651266307e-12,3.0695914387018197e-11,0.007446466247087462,0.0,1.854260743909318e-14,1.4794647955028374e-13,1.5468035014961193e-13,0.0,0.0,-0.0,0.0,0.0,3.1604531922368984e-14,-0.0,-0.0,0.0,8.046402042893678e-14,0.0,0.0,2.8767339551334516e-05,2.717967059742468e-15,0.0,4.735872015030586e-05,1.3152131975408479e-11,0.0,1.6855772480552978e-09,0.0,7.966840963605939e-06,0.0,8.21323648948793e-14,0.0,9.528772751641443e-14,2.3090788874659437e-12,0.00010251152956759048,1.1983106314154038e-06,7.185365281447017e-08,2.0983270012146577e-12,0.04553065239940697,0.8697623683238456,0.0,4.879820962773728e-13,5.299406286406429e-13,0.0,0.0,9.316617378797518e-14,4.243752405413707e-12,0.0,2.7378006700282935e-05,3.061826501567067e-07,9.634733710835452e-13,8.421388204950122e-15,0.00265986390408854,2.280754510306096e-06,0.0,2.5919361542034577e-10,0.0024667865562904272,0.00024055832051927546,0.0,0.0,-0.0,0.0
PSEI,0.0,5.56995856269745e-13,0.0005918982998715606,1.59395912561665e-05,0.0006800681459792051,0.0,0.002041053807112354,0.0,0.00018489544107081404,1.197359091091568e-18,4.1478247308302314e-16,0.0,0.0,7.651996279788184e-17,1.066572083135154e-15,1.2575677757426594e-06,0.0,6.442885914301038e-19,5.140605453121569e-18,5.374583118752717e-18,0.06935122806560455,0.0,-0.0,0.0,0.0,1.0981432585441548e-18,-0.0,-0.0,0.0,2.7958338951653986e-18,0.0,0.0,0.00015223769975227446,9.443953199283906e-20,0.0,0.0004121764881827481,4.569890514358626e-16,0.0,5.856771732149063e-14,0.0,8.621799251871083e-05,0.0,2.8538028355915507e-18,0.0,3.3109041403040456e-18,8.023214581838661e-17,0.00040063782286427213,0.0024982834777290573,0.0009350115672040201,7.290927947501549e-17,1.5820256130462638e-06,1.1190521746741892e-08,0.6134604384442452,1.6955614170572847e-17,1.8413521522794067e-17,0.0019227054681802528,0.0,3.2371878160044975e-18,1.474550582297086e-16,0.0,2.7320054714068133e-06,1.0638740481228044e-11,3.347721743960887e-17,2.9261280336519664e-19,3.502520662069919e-06,9.33762867916541e-05,0.0006771830538388976,9.006041352888475e-15,8.571191731969284e-08,1.2014554703844812e-05,0.0,0.0,-0.0,0.0
SC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00027921158291414563,0.004892995508319605,0.0,0.0,0.022929169964389155,1.7845732172033514e-08,0.0,0.0,6.274907676318972e-07,5.0065801331543695e-06,5.234457557911679e-06,0.0,0.0,-0.0,0.0,0.0,1.0695125840179018e-06,-0.0,-0.0,0.0,2.7229412104822845e-06,0.0,0.0,0.0,1.0193366250949234e-07,0.0,0.0,7.64627571490883e-09,0.0,2.435333556043903e-06,0.0,0.0,0.0,2.7793987908440193e-06,0.0,3.5736367823659278e-06,1.3424328355320651e-09,0.0,0.0,0.0,7.869490382883318e-05,0.0,0.0,0.0,0.7365443383398511,1.7933446143284672e-05,0.0,0.0,3.1527881987239174e-06,0.00014361062559619105,0.0,0.0,0.0,3.260440297838026e-05,2.8498383340141435e-07,0.0,0.0,0.0,1.506878010921462e-07,0.0,0.0,0.0,0.0,-0.0,0.0
