,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73
0,4544007.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,260.6910305039944,36.87598982311755,0.0,0.0,1267.1848291302683,0.21478858273444928,0.0,0.0,212.27379255654233,5357.486881858718,11120.599484081935,0.0,0.0,0.0,0.0,0.0,43.00459220413644,0.0,0.0,0.0,45.63619215120055,0.0,0.0,0.0,0.08213428283945204,0.0,0.0,92.01550982295898,0.0,519168.5333899158,0.0,0.0,0.0,40.257405473380125,0.0,3.6772686569214543,0.7343723054375884,0.0,0.0,0.0,357.80772240985874,0.0,0.0,0.0,8517.442046601282,7840.509044944076,0.0,0.0,3.156478555211773,530418.3096344043,0.0,0.0,0.0,1814.3600559772915,104.23257535310873,0.0,0.0,0.0,7815.914780404999,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,19585016.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.6440929004105,3384.1527323601526,0.0,0.0,8344.12155018701,42.028367938436226,0.0,0.0,13.803903174220451,348.390770634746,723.1588820681378,0.0,0.0,0.0,0.0,0.0,2.7965356424044314,0.0,0.0,0.0,2.9676653444041747,0.0,0.0,0.0,13.7474691623068,0.0,0.0,18004.968670347556,0.0,2723374.601234189,0.0,0.0,0.0,2.617889474282842,0.0,615.4937465194806,143.69697431677488,0.0,0.0,0.0,59889.12862951322,0.0,0.0,0.0,554.8979484572718,509.85864241427305,0.0,0.0,0.20526191115203538,34492.44911416333,0.0,0.0,0.0,117.98559885442546,6.778115943779069,0.0,0.0,0.0,1529365.0062044836,0.0,0.0,0.0,0.0,0.0,0.0
2,0.0,2.0621064072669402e-05,9846925.493944122,1012.2706858315919,544.6822299378141,0.0,5219.989056607945,0.0,4909.203418101168,1.2627096627086804e-10,5.802505247789303e-09,0.0,0.0,1.4306921971983636e-08,7.206229883978015e-11,88.80845087552771,0.0,2.366832319430474e-11,5.973546216040976e-10,1.239936119921921e-09,11486.286287157,0.0,0.0,0.0,0.0,4.794970565458103e-12,0.0,0.0,0.0,5.088391422150233e-12,0.0,0.0,970948.2057865268,2.3571560820919067e-11,0.0,5036.505361816594,3.0871515991866066e-08,0.0,7.008890671761021e-05,0.0,50426.124589845436,0.0,4.488661893833805e-12,0.0,1.0553323022362646e-09,2.4638440209612705e-10,33612.71468171208,175224.21804250288,8267.488106376475,1.0268655425487343e-07,44.96258663409188,0.9370240832050812,1174.8130735969776,9.514340848515155e-10,8.742091986422497e-10,219.264374241852,0.0,3.5194431540928254e-13,5.914113009150626e-08,0.0,545.8328968080891,0.00466835314478127,2.022993968238867e-10,1.1621831650155189e-11,460.1263528372823,26.319420166261246,149.41111799679183,2.6222659484100423e-06,3.8989371486516355,2318.4388109712095,0.0,0.0,0.0,0.0
3,0.0,0.6370485036238032,0.0,31272175.06326183,0.0,0.0,0.0,0.0,10760437.142886087,3.900901031610788e-06,0.00017925734929812143,0.0,0.0,0.00044198510812031304,2.2262274866997482e-06,765248.5806925845,0.0,7.311877709647481e-07,1.8454133428061856e-05,3.830546508180805e-05,0.0,0.0,0.0,0.0,0.0,1.4813148404372538e-07,0.0,0.0,0.0,1.57196162618459e-07,0.0,0.0,4136.985780517403,7.281984817139509e-07,0.0,8139229.512070835,0.0009537166946337282,0.0,2.1652632952273234,0.0,39998.66808269909,0.0,1.3866866097030898e-07,0.0,3.260248169523516e-05,7.611576886549327e-06,28839.716318571547,281.8438683401788,12.134005076452507,0.003172305536698885,1389033.4869899831,28947.57457528187,0.0,2.9392744133638663e-05,2.700702834182682e-05,0.0,0.0,1.0872649379308378e-08,0.001827052585387637,0.0,4497597.9008975085,144.21987996303255,6.249654604461552e-06,3.590343561325598e-07,3247344.0557977427,46841.67670658256,0.0,0.08100991261417591,120450.2380439116,2500366.7421569563,0.0,0.0,0.0,0.0
4,0.0,2.839437610211363e-10,0.0,0.013938560332946956,17295422.5,0.0,0.0,0.0,4210685.525063506,1.7387004348744084e-15,7.989816420704691e-14,0.0,0.0,1.9700056306721383e-13,9.922688804170659e-16,16.97800269977696,0.0,3.2590329389266656e-16,8.22533295682004e-15,1.707342182129252e-14,0.0,0.0,0.0,0.0,0.0,6.602481673806135e-17,0.0,0.0,0.0,7.006510395687809e-17,0.0,0.0,0.06639232720663131,3.245709149170891e-16,0.0,606.6603721285454,4.250883624755584e-13,0.0,9.650960643507472e-10,0.0,13368.64336399819,0.0,6.180706948952509e-17,0.0,1.4531501476745523e-14,3.3926141513153255e-15,0.4628335662612684,0.004523165251412482,0.00019473231915774315,1.4139525641683016e-12,0.0006191167395209035,1.2902444869722535e-05,0.0,1.3100864798460945e-14,1.2037509165724691e-14,0.0,0.0,4.84613171440403e-18,8.143495820605713e-13,0.0,106.11559784551523,6.428134576531824e-08,2.7855813542916695e-15,1.6002794894921076e-16,94.12200497725522,175475.69864133332,0.0,3.610754775627925e-11,5.368679686323573e-05,593.2083853884183,0.0,0.0,0.0,0.0
5,0.0,7.45964723919367e-05,309405.76536716876,3661.8780681101953,626511.5848085097,0.0,6004204.721185594,0.0,1686207.7682776067,4.5678383114148567e-10,2.099049888965068e-08,0.0,0.0,5.175513281640828e-08,2.606845731605973e-10,190.57961833740964,0.0,8.561989873584804e-11,2.160923771035909e-09,4.48545527095815e-09,17025.06954735209,0.0,0.0,0.0,0.0,1.7345753262093506e-11,0.0,0.0,0.0,1.8407199982704927e-11,0.0,0.0,53381.01597626915,8.526986191478947e-11,0.0,1410202.9111895026,1.1167736942521208e-07,0.0,0.0002535458488716301,0.0,79512.05869264352,0.0,1.6237685012767958e-11,0.0,3.817652991652611e-09,8.912928636465048e-10,121593.62552466958,633890.2189955626,859709.5413441096,3.714674801699105e-07,162.65166243120615,3.389674311037589,1351309.0020892203,3.44180233344215e-09,3.1624421572757305e-09,252205.1630250403,0.0,1.2731546885945467e-12,2.1394238738369264e-07,0.0,1157.7449572444543,0.01688771613595044,7.318158421358809e-10,4.204184812090112e-11,940.0177566544,13032.773198736966,171857.62850179346,9.486018215914666e-06,14.104362235737815,3820.768942808745,0.0,0.0,0.0,0.0
6,0.0,0.0008219059403370715,3409041.049470621,40346.67110203909,6902921.501952516,0.0,66154489.201767586,0.0,18578682.56970937,5.032856544375874e-09,2.3127388165753834e-07,0.0,0.0,5.702394461931431e-07,2.872229642565357e-09,2099.811363675426,0.0,9.433623484541426e-10,2.380911626354572e-08,4.9420866886933744e-08,187582.6744473911,0.0,0.0,0.0,0.0,1.911159762465767e-10,0.0,0.0,0.0,2.0281102477967772e-10,0.0,0.0,588153.4706038752,9.395056333396106e-10,0.0,15537653.626534875,1.2304642617620757e-06,0.0,0.0027935749862338473,0.0,876066.0024853612,0.0,1.789072504554358e-10,0.0,4.206300340180751e-08,9.820288757921022e-09,1339721.8383298493,6984219.491997532,9472302.862830292,4.092838693357497e-06,1792.1003939102977,37.34752278112965,14888758.951128937,3.792187073484017e-08,3.484387279576323e-08,2778803.273495899,0.0,1.4027652621774132e-11,2.3572229817607155e-06,0.0,12756.065095879276,0.18606931086414502,8.063166643108886e-09,4.6321821401641296e-10,10357.140940354866,143595.44583860968,1893531.9758248217,0.00010451720398843801,155.40224268663707,42097.335035501535,0.0,0.0,0.0,0.0
7,0.0,3.168203578902371e-05,211039.32116046586,1555.2444812584542,264678.7539124906,0.0,2536561.912617503,3286178.5,712390.6083255827,1.9400168965142928e-10,8.914922056331163e-09,0.0,0.0,2.1981039016697017e-08,1.1071593215731138e-10,81.23620212092258,0.0,3.6363820017512466e-11,9.177708014341975e-10,1.905027809866274e-09,7286.064798113804,0.0,0.0,0.0,0.0,7.36695393248412e-12,0.0,0.0,0.0,7.817763359689526e-12,0.0,0.0,30471.93388251556,3.6215155090919324e-11,0.0,595791.416233314,4.7430747078276576e-08,0.0,0.00010768402848735338,0.0,34001.80233431266,0.0,6.896343770821735e-12,0.0,1.621403999858381e-09,3.785429994086731e-10,51642.30253877442,269220.90069478884,363257.90310082247,1.5776679008850398e-07,69.08015386055561,1.4396362105594072,570879.7594429541,1.4617756203528767e-09,1.3431279307834544e-09,106547.66790971163,0.0,5.407243950771027e-13,9.086395316746892e-08,0.0,493.55041891342023,0.007172419953090012,3.108111544431378e-10,1.785568799828481e-11,400.87083058921183,5506.003178222464,72603.70608488163,4.0288281600354195e-06,5.990295449712196,1633.0244476156215,0.0,0.0,0.0,0.0
8,0.0,1.3904158567940528e-08,0.0,0.6825434458610059,0.0,0.0,0.0,0.0,206188855.88353124,8.514068582349081e-14,3.91245343946626e-12,0.0,0.0,9.64672390409104e-12,4.8589424207579957e-14,831.3788647993886,0.0,1.5958833044267694e-14,4.02778118083812e-13,8.360513485024807e-13,0.0,0.0,0.0,0.0,0.0,3.233103337237556e-15,0.0,0.0,0.0,3.4309481285737866e-15,0.0,0.0,3.251099590481502,1.589358910834744e-14,0.0,29706.94612421228,2.081572764969601e-11,0.0,4.7258825704676236e-08,0.0,654635.7507655895,0.0,3.0265686828671166e-15,0.0,7.115785887892481e-13,1.6612953547592088e-13,22.664034852250374,0.22149036364970964,0.009535652532511589,6.92384315437687e-11,0.03031690954366201,0.0006318069421126629,0.0,6.415231695173319e-13,5.894527691024517e-13,0.0,0.0,2.3730538595346477e-16,3.9877071705982734e-11,0.0,5196.26877403382,3.147729047707675e-06,1.3640435244881753e-13,7.836248873686252e-15,4608.966498259589,897568.7139422342,0.0,1.7681144593468297e-09,0.002628935159225688,29048.22921486403,0.0,0.0,0.0,0.0
9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60833401.26025183,8922.121600839451,0.0,0.0,113453.84623960305,0.0488516958788264,0.0,0.0,0.62601607141198,15.799750171840259,32.79573006600293,0.0,0.0,0.0,0.0,0.0,0.12682472734893446,0.0,0.0,0.0,0.1345855716837349,0.0,0.0,0.0,1113.9445413543926,0.0,0.0,20.928084932539562,0.0,118080.12781748627,0.0,0.0,0.0,0.11872300634084018,0.0,49872.881406638,0.16702625470285645,0.0,0.0,0.0,4852759.961537751,0.0,0.0,0.0,1093670.9077203185,23.12242416302328,0.0,0.0,0.009308762428143352,1564.2552121165231,0.0,0.0,0.0,5.350724367291744,0.30739200798104005,0.0,0.0,0.0,1777.6582302758038,0.0,0.0,0.0,0.0,0.0,0.0
